CaseNo,Crime Type,Crime Category,Occurred On,Occurred Between,Block Address,Disposition,x,y
PD250017984,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,5/21/2025 12:35 上午,,1200 BAYSIDE AVE,Inactive,11837216.52,6920981.128
PD250017936,STOLEN PROPERTY OFFENSE,Property,5/21/2025 12:30 上午,,8300 SPENCER RD,Arrest,11782477,6938055.432
PD250018007,DISORDERLY CONDUCT,Quality of Life,5/21/2025 12:00 上午,,8600 MATHIS AVE,Arrest,11780667,6964787.182
PD250018011,TRESPASS OF REAL PROPERTY,Quality of Life,5/21/2025 12:00 上午,,11000 SUDLEY MANOR DR,Arrest,11763143.7,6970932.753
PD250018028,DRIVING UNDER THE INFLUENCE,Quality of Life,5/21/2025 12:00 上午,,Queensdale Dr / Qualls Ln,Arrest,11808143.35,6928954.981
PD250018042,TRESPASS OF REAL PROPERTY,Quality of Life,5/21/2025 12:00 上午,,4200 MERCHANT PLZ,Arrest,11815742.2,6930825.033
PD250018047,DISORDERLY CONDUCT,Quality of Life,5/21/2025 12:00 上午,,7800 CELLAR DOOR DR,Arrest,11743543.38,6971417.595
PD250018055,DISORDERLY CONDUCT,Quality of Life,5/21/2025 12:00 上午,,Mount Pleasant Dr / Richmond Hwy,Arrest,11838062.96,6922975.55
PD250018927,TRESPASS OF REAL PROPERTY,Quality of Life,5/21/2025 12:00 上午,5/28/2025 12:00 上午,11000 DUMFRIES RD,Inactive,11778496.5,6944900.592
PD250019942,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,5/21/2025 12:00 上午,6/4/2025 6:00 下午,14000 ASHBY OAK CT,Inactive,11731308.81,6985761.419
PD250021682,WIRE FRAUD,Property,5/21/2025 12:00 上午,5/28/2025 12:00 上午,5600 LICK RIVER LN,Inactive,11739292.18,6990552.971
PD250017938,MOTOR VEHICLE THEFT,Property,5/20/2025 11:30 下午,,11000 SENTRY RIDGE RD,Inactive,11760524.11,6970102.57
PD250019271,DRUG/NARCOTIC VIOLATION,Quality of Life,5/20/2025 11:00 下午,,10000 DAVIDSON PL,Arrest,11763853.19,6973536.821
PD250017929,SIMPLE ASSAULT,Violent,5/20/2025 10:40 下午,,2800 WOODMARK DR,Arrest,11825882.8,6901614.793
PD250017931,DISORDERLY CONDUCT,Quality of Life,5/20/2025 10:36 下午,,Prince William Pkwy / Ellis Rd,Arrest,11788753.28,6952104.554
PD250017981,THEFT FROM BUILDING,Property,5/20/2025 10:08 下午,,4200 SEETON SQ,Arrest,11815180.68,6930819.563
PD250017937,SIMPLE ASSAULT,Violent,5/20/2025 8:48 下午,,2800 NOBLE FIR CT,Exception,11826313.65,6928615.504
PD250017919,DRIVING UNDER THE INFLUENCE,Quality of Life,5/20/2025 8:42 下午,,Hoadly Rd / Websters Way,Arrest,11801765.91,6930613.31
PD250017957,MOTOR VEHICLE THEFT,Property,5/20/2025 8:00 下午,5/21/2025 8:30 上午,15000 COLONY PL,Inactive,11831353.13,6911708.801
PD250017917,SIMPLE ASSAULT,Violent,5/20/2025 7:25 下午,,1500 CONSTELLATION PL,Exception,11836891.56,6923623.479
PD250017916,SIMPLE ASSAULT,Violent,5/20/2025 7:20 下午,,2800 BEECHTREE LN,Arrest,11826608.21,6900596.358
PD250017948,CREDIT CARD/ATM FRAUD,Property,5/20/2025 6:31 下午,,15000 POTOMAC TOWN PL,Inactive,11829103.28,6914598.003
PD250017905,SIMPLE ASSAULT,Violent,5/20/2025 6:30 下午,,8100 PEAKWOOD CT,Arrest,11780518.55,6968412.557
PD250017951,MOTOR VEHICLE THEFT,Property,5/20/2025 6:01 下午,5/21/2025 7:14 上午,7900 FLAGER CIR,Inactive,11759890.46,6970987.065
PD250017947,THEFT FROM BUILDING,Property,5/20/2025 5:25 下午,5/20/2025 5:45 下午,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250017884,ALL OTHER LARCENY,Property,5/20/2025 4:40 下午,,7000 KONA DR,Inactive,11736257.86,6977638.531
PD250017891,SIMPLE ASSAULT,Violent,5/20/2025 4:33 下午,,11000 HOKIE STONE LOOP,Inactive,11755559.29,6961622.74
PD250018020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/20/2025 4:07 下午,,14000 ENTERPRISE LN,Inactive,11834031.72,6914497.649
PD250017886,AGGRAVATED ASSAULT,Violent,5/20/2025 4:05 下午,,12000 MANDOLIN LN,Arrest,11810164.91,6931429.897
PD250017914,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/20/2025 4:00 下午,,14000 BANEBERRY CIR,Exception,11802523.69,6929003.053
PD250017925,CREDIT CARD/ATM FRAUD,Property,5/20/2025 4:00 下午,,14000 BANEBERRY CIR,Exception,11802523.69,6929003.053
PD250017926,SIMPLE ASSAULT,Violent,5/20/2025 4:00 下午,5/20/2025 5:00 下午,8000 WHISPERING WIND LN,Inactive,11783190.77,6966855.503
PD250017949,SIMPLE ASSAULT,Violent,5/20/2025 4:00 下午,,15000 MICHIGAN RD,Arrest,11838393.6,6910345.936
PD250017878,SHOPLIFTING,Property,5/20/2025 2:50 下午,,4300 DALE BLVD,Arrest,11814755.27,6920721.46
PD250017892,SIMPLE ASSAULT,Violent,5/20/2025 2:27 下午,,Woods View Dr / Quantico Neck Rd,Exception,11828178.42,6889191.849
PD250017870,SHOPLIFTING,Property,5/20/2025 1:28 下午,,2700 PRINCE WILLIAM PKWY,Arrest,11827027.81,6922495.77
PD250017946,THEFT FROM MOTOR VEHICLE,Property,5/20/2025 1:00 下午,5/21/2025 5:30 上午,7600 SOMERSET LN,Inactive,11778789.41,6973123.538
PD250017893,SHOPLIFTING,Property,5/20/2025 12:40 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250017993,SIMPLE ASSAULT,Violent,5/20/2025 12:35 下午,,3600 LIONS FIELD RD,Arrest,11820074.43,6882781.895
PD250017998,SHOPLIFTING,Property,5/20/2025 12:32 下午,,2400 PRINCE WILLIAM PKWY,Inactive,11829403.63,6923662.961
PD250017857,SIMPLE ASSAULT,Violent,5/20/2025 11:50 上午,,10000 LARIAT LN,Arrest,11764380.68,6974991.895
PD250017860,SHOPLIFTING,Property,5/20/2025 11:50 上午,,13000 GATEWAY CENTER DR,Inactive,11738631.13,6973200.128
PD250017873,SHOPLIFTING,Property,5/20/2025 10:46 上午,,6400 TRADING SQ,Inactive,11726034.41,6982340.814
PD250017896,SHOPLIFTING,Property,5/20/2025 10:00 上午,,6500 TRADING SQ,Inactive,11726871.16,6981694.957
PD250300515,ALL OTHER LARCENY,Property,5/20/2025 10:00 上午,5/20/2025 2:00 下午,4700 LEHIGH CT,Inactive,11811396.19,6922509.051
PD250017869,INTIMIDATION,Violent,5/20/2025 9:49 上午,,10000 KETTLE RUN RD,Inactive,11745138.65,6943777.851
PD250017845,SHOPLIFTING,Property,5/20/2025 9:39 上午,,7600 MICHELLE CT,Inactive,11766175.75,6973370.028
PD250017852,EXTORTION/BLACKMAIL,Property,5/20/2025 9:02 上午,,2900 MADEIRA CT,Inactive,11826167.25,6936753.661
PD250017856,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/20/2025 9:00 上午,,15000 JOHN MARSHALL HWY,Inactive,11726729.03,6981466.422
PD250900057,WIRE FRAUD,Property,5/20/2025 7:30 上午,5/31/2025 7:30 上午,12000 VICTORY LAKES LOOP,Inactive,11747669.77,6961764.293
PD250017838,SIMPLE ASSAULT,Violent,5/20/2025 7:00 上午,,18000 HUNDRED ACRE LN,Arrest,11821417.63,6882901.253
PD250017831,DRUG/NARCOTIC VIOLATION,Quality of Life,5/20/2025 6:35 上午,,7600 MICHELLE CT,Arrest,11766175.75,6973370.028
PD250018081,WIRE FRAUD,Property,5/20/2025 6:00 上午,,10000 BRISTOW CENTER DR,Inactive,11753162.91,6951078.987
PD250018285,SIMPLE ASSAULT,Violent,5/20/2025 6:00 上午,,4300 GRANBY RD,Inactive,11814528.27,6923814.723
PD250017872,SIMPLE ASSAULT,Violent,5/20/2025 5:00 上午,,9900 SHALLOW CREEK LOOP,Arrest,11758006.77,6954350.416
PD250017829,TRESPASS OF REAL PROPERTY,Quality of Life,5/20/2025 3:51 上午,,10000 DAVIDSON PL,Arrest,11763853.19,6973536.821
PD250023325,THEFT FROM MOTOR VEHICLE,Property,5/20/2025 3:45 上午,,11000 LIVINGSTON RD,Inactive,11752062.18,6968931.567
PD250017827,THEFT FROM MOTOR VEHICLE,Property,5/20/2025 3:39 上午,,1500 FOREST LN,Inactive,11837269.64,6917181.973
PD250017825,THEFT FROM MOTOR VEHICLE,Property,5/20/2025 2:45 上午,,4500 GLENDALE RD,Inactive,11813291.79,6921761.266
PD250017824,AGGRAVATED ASSAULT,Violent,5/20/2025 1:00 上午,5/20/2025 1:45 上午,17000 RIVER RIDGE BLVD,Exception,11827045.85,6897684.025
PD250017821,AGGRAVATED ASSAULT,Violent,5/20/2025 12:40 上午,,9800 GREENVIEW LN,Arrest,11770382.97,6972447.131
PD250017823,DRIVING UNDER THE INFLUENCE,Quality of Life,5/20/2025 12:00 上午,,Prince William Pkwy / Scenic Pointe Pl,Arrest,11794607.96,6940125.419
PD250017901,DISORDERLY CONDUCT,Quality of Life,5/20/2025 12:00 上午,,Gordon Blvd / Old Bridge Rd,Arrest,11838152.83,6931526.23
PD250017933,DISORDERLY CONDUCT,Quality of Life,5/20/2025 12:00 上午,,7900 SHARPSBURG CT,Arrest,11768149.12,6967885.369
PD250017994,WIRE FRAUD,Property,5/20/2025 12:00 上午,,13000 VICTORY GALLOP WAY,Inactive,11740160.65,6980747.53
PD250020734,IDENTITY THEFT,Property,5/20/2025 12:00 上午,,4200 STOCKBRIDGE DR,Inactive,11815976.2,6903218.293
PD250017809,SIMPLE ASSAULT,Violent,5/19/2025 10:41 下午,,16000 KRAMER ESTATE DR,Inactive,11824471.34,6903092.036
PD250017812,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/19/2025 10:40 下午,,13000 MASONS BRIDGE RD,Arrest,11839883.62,6928572.657
PD250017815,AGGRAVATED ASSAULT,Violent,5/19/2025 10:01 下午,,17000 COSGROVE WAY,Arrest,11824293.54,6894633.429
PD250017807,SIMPLE ASSAULT,Violent,5/19/2025 9:20 下午,,13000 ARMSTEAD ST,Arrest,11834720.14,6928511.812
PD250025864,THEFT FROM MOTOR VEHICLE,Property,5/19/2025 9:00 下午,,5500 RIVERTON CT,Inactive,11805507.4,6920566.02
PD250017804,TRESPASS OF REAL PROPERTY,Quality of Life,5/19/2025 8:30 下午,,8500 THOMAS DR,Exception,11771077.26,6965899.097
PD250017800,BURGLARY,Property,5/19/2025 8:08 下午,,2700 CANTANIA PL,Inactive,11827457.35,6932595.095
PD250017987,SIMPLE ASSAULT,Violent,5/19/2025 8:00 下午,,1400 FEATHERSTONE RD,Exception,11837950.67,6915439.923
PD250017796,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/19/2025 7:58 下午,,1800 HEATHER GLEN CT,Arrest,11834548.25,6914141.019
PD250017900,SIMPLE ASSAULT,Violent,5/19/2025 7:40 下午,,13000 WORTH AVE,Arrest,11827073.86,6922398.802
PD250017803,THEFT FROM BUILDING,Property,5/19/2025 7:10 下午,,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250018088,EXTORTION/BLACKMAIL,Property,5/19/2025 7:00 下午,5/21/2025 8:00 上午,13000 LONGWOOD CT,Inactive,11810124.73,6923872.024
PD250017928,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,5/19/2025 6:30 下午,5/20/2025 5:45 上午,3300 ESQUARRE CT,Inactive,11821852.95,6908863.448
PD250017792,SHOPLIFTING,Property,5/19/2025 6:21 下午,,16000 RICHMOND HWY,Inactive,11827722.98,6905505.633
PD250017813,BURGLARY,Property,5/19/2025 6:00 下午,5/19/2025 9:25 下午,13000 RESTINA RD,Active,11739531.94,6963494.457
PD250017779,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,5/19/2025 5:17 下午,,1800 OPITZ BLVD,Inactive,11826611.37,6917595.582
PD250017774,SHOPLIFTING,Property,5/19/2025 5:01 下午,,14000 SMOKETOWN RD,Inactive,11825083.62,6920228.059
PD250017786,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/19/2025 4:52 下午,,5400 MAPLEDALE PLZ,Inactive,11806107.07,6926026.743
PD250017778,INTIMIDATION,Violent,5/19/2025 4:42 下午,,16000 PORTERS INN DR,Inactive,11824538.34,6898090.408
PD250017770,SIMPLE ASSAULT,Violent,5/19/2025 4:00 下午,,9800 SHALLOW CREEK LOOP,Arrest,11758843.23,6954725.311
PD250017818,MOTOR VEHICLE THEFT,Property,5/19/2025 4:00 下午,5/19/2025 5:00 下午,Kirby Rd / Clancy Dr,Inactive,11824901.35,6895446.524
PD250017776,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/19/2025 3:30 下午,,14000 MADRIGAL DR,Inactive,11820703.7,6921868.177
PD250019010,SIMPLE ASSAULT,Violent,5/19/2025 2:45 下午,,16000 ROYAL CT,Unfounded,11825632.46,6901131.917
PD250017766,AGGRAVATED ASSAULT,Violent,5/19/2025 2:30 下午,5/19/2025 2:35 下午,8300 SUDLEY RD,Arrest,11767196.98,6966790.867
PD250017741,SHOPLIFTING,Property,5/19/2025 12:09 下午,,14000 SMOKETOWN RD,Arrest,11825083.62,6920228.059
PD250017735,SHOPLIFTING,Property,5/19/2025 11:37 上午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250017707,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,5/19/2025 9:24 上午,,Bristow Station Dr / Camp Jones Ct,Arrest,11755045,6950139
PD250017913,IDENTITY THEFT,Property,5/19/2025 9:06 上午,,10000 MOSELLE CT,Inactive,11780228.3,6948309.13
PD250017696,SIMPLE ASSAULT,Violent,5/19/2025 8:00 上午,,16000 BOATSWAIN CIR,Arrest,11830211.16,6903079.582
PD250021166,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,5/19/2025 8:00 上午,5/19/2025 9:00 下午,2300 RESEARCH CT,Arrest,11830696.87,6923761.103
PD250018116,SHOPLIFTING,Property,5/19/2025 7:54 上午,5/19/2025 8:11 上午,14000 WORTH AVE,Inactive,11827066.63,6921188.149
PD250017731,SIMPLE ASSAULT,Violent,5/19/2025 7:30 上午,,7600 MANGIONE CT,Unfounded,11759681.09,6972464.701
PD250018448,SIMPLE ASSAULT,Violent,5/19/2025 5:00 上午,,6300 OLIVE CT,Arrest,11798172.3,6928415.886
PD250017692,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/19/2025 2:45 上午,5/19/2025 5:45 上午,Rodes Dr / Kessler Pl,Inactive,11759046.23,6970815.933
PD250017680,SHOPLIFTING,Property,5/19/2025 1:40 上午,,2000 DANIEL STUART SQ,Arrest,11832612.77,6915575.63
PD250017761,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/19/2025 12:49 上午,,14000 BISMARK AVE,Inactive,11823109.99,6919537.893
PD250017677,SIMPLE ASSAULT,Violent,5/19/2025 12:30 上午,,14000 BALSAM ST,Inactive,11838283.36,6916367.477
PD250017704,DISORDERLY CONDUCT,Quality of Life,5/19/2025 12:00 上午,,13000 RICHMOND HWY,Arrest,11808907.66,6874800.458
PD250017819,DRIVING UNDER THE INFLUENCE,Quality of Life,5/19/2025 12:00 上午,,2800 CHINKAPIN OAK LN,Arrest,11825710.16,6899279.676
PD250017982,SIMPLE ASSAULT,Violent,5/19/2025 12:00 上午,5/19/2025 11:59 下午,10000 BATTLEVIEW PKWY,Exception,11765191.44,6977258.936
PD250018157,ALL OTHER LARCENY,Property,5/19/2025 12:00 上午,,15000 GATEHOUSE TER,Inactive,11831251.2,6910822.155
PD250018708,MOTOR VEHICLE THEFT,Property,5/19/2025 12:00 上午,5/21/2025 6:00 下午,Maryland Ave / Enterprise Ln,Inactive,11834051.21,6914492.235
PD250018714,IDENTITY THEFT,Property,5/19/2025 12:00 上午,,10000 LOMOND DR,Inactive,11768949.22,6970348.358
PD250020976,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,5/19/2025 12:00 上午,,12000 ADEN RD,Inactive,11748522.38,6937145.242
PD250022233,ALL OTHER LARCENY,Property,5/19/2025 12:00 上午,5/21/2025 7:01 下午,17000 VAN BUREN RD,Inactive,11817115.55,6897775.794
PD250017673,SIMPLE ASSAULT,Violent,5/18/2025 11:20 下午,,14000 BRANDON CT,Exception,11821933.41,6918336.211
PD250018512,THEFT FROM MOTOR VEHICLE,Property,5/18/2025 11:00 下午,5/24/2025 6:00 上午,4100 CARDINAL CREST DR,Inactive,11816418.23,6911380.551
PD250017671,SIMPLE ASSAULT,Violent,5/18/2025 10:39 下午,,7800 WELL ST,Arrest,11782016.1,6971368.863
PD250017771,SIMPLE ASSAULT,Violent,5/18/2025 10:00 下午,,14000 HOLLY KNOLL LN,Exception,11730525.82,6970420.961
PD250017802,SIMPLE ASSAULT,Violent,5/18/2025 9:00 下午,,16000 EDGEWOOD DR,Exception,11816647.24,6905496.884
PD250017711,THEFT FROM MOTOR VEHICLE,Property,5/18/2025 8:45 下午,5/18/2025 9:15 下午,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250017665,SIMPLE ASSAULT,Violent,5/18/2025 8:00 下午,,3700 FAIRFIELD LN,Inactive,11819323.87,6921042.226
PD250017685,MOTOR VEHICLE THEFT,Property,5/18/2025 8:00 下午,5/19/2025 4:00 上午,7700 BLACK HORSE CT,Arrest,11760466.26,6970701.032
PD250017664,SIMPLE ASSAULT,Violent,5/18/2025 7:20 下午,,1700 WIGGLESWORTH WAY,Arrest,11835435.32,6921246.647
PD250300506,SHOPLIFTING,Property,5/18/2025 7:16 下午,5/18/2025 7:16 下午,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250017649,SHOPLIFTING,Property,5/18/2025 5:53 下午,,2400 PRINCE WILLIAM PKWY,Arrest,11829403.63,6923662.961
PD250018222,SHOPLIFTING,Property,5/18/2025 5:53 下午,,16000 RIVER RIDGE BLVD,Inactive,11824177.26,6899387.157
PD250017744,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,5/18/2025 5:00 下午,5/19/2025 8:00 上午,15000 LEICESTERSHIRE ST,Inactive,11830324.53,6912966.077
PD250017720,CREDIT CARD/ATM FRAUD,Property,5/18/2025 4:58 下午,,12000 JEDBURG LN,Inactive,11817526.49,6933796.028
PD250017645,DRUG/NARCOTIC VIOLATION,Quality of Life,5/18/2025 4:36 下午,,8000 STREAM WALK LN,Arrest,11762511.71,6974494.259
PD250017713,CREDIT CARD/ATM FRAUD,Property,5/18/2025 4:18 下午,,15000 POTOMAC TOWN PL,Inactive,11829103.28,6914598.003
PD250017709,THEFT FROM BUILDING,Property,5/18/2025 4:00 下午,,15000 POTOMAC TOWN PL,Inactive,11829103.28,6914598.003
PD250019349,SHOPLIFTING,Property,5/18/2025 3:58 下午,5/18/2025 4:31 下午,4300 FORTUNA CENTER PLZ,Arrest,11816257.04,6902983.055
PD250300523,SHOPLIFTING,Property,5/18/2025 3:57 下午,5/18/2025 4:01 下午,14000 SMOKETOWN RD,Inactive,11825083.62,6920228.059
PD250017637,SHOPLIFTING,Property,5/18/2025 3:37 下午,,2200 OLD BRIDGE RD,Inactive,11831030.99,6932398.073
PD250300512,SHOPLIFTING,Property,5/18/2025 3:32 下午,5/18/2025 3:42 下午,2700 POTOMAC MILL CIR,Inactive,11826041.73,6918486.143
PD250017634,SIMPLE ASSAULT,Violent,5/18/2025 2:40 下午,,14000 ASHDALE AVE,Arrest,11824153.71,6914315.435
PD250017742,SHOPLIFTING,Property,5/18/2025 2:14 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250017619,AGGRAVATED ASSAULT,Violent,5/18/2025 1:04 下午,,14000 RICHMOND HWY,Unfounded,11836714.04,6921921.867
PD250017638,SIMPLE ASSAULT,Violent,5/18/2025 1:00 下午,,10000 BORELAND CT,Unfounded,11745925.66,6953313.668
PD250018166,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,5/18/2025 1:00 下午,,12000 COVERSTONE HILL CIR,Unfounded,11759400.42,6972621.124
PD250017618,DRUG/NARCOTIC VIOLATION,Quality of Life,5/18/2025 12:34 下午,,7400 CARVER RD,Arrest,11728318.66,6974922.659
PD250017659,ALL OTHER LARCENY,Property,5/18/2025 12:30 下午,,11000 FALLING CREEK DR,Inactive,11785087.68,6936670.603
PD250017697,CREDIT CARD/ATM FRAUD,Property,5/18/2025 11:30 上午,,1300 OREGON AVE,Inactive,11838460.64,6910803.881
PD250017611,SIMPLE ASSAULT,Violent,5/18/2025 10:25 上午,,19000 FULLER HEIGHTS RD,Arrest,11818808.12,6881484.291
PD250026535,EMBEZZLEMENT,Property,5/18/2025 8:09 上午,7/9/2025 7:59 上午,14000 WORTH AVE,Arrest,11827066.63,6921188.149
PD250017594,SIMPLE ASSAULT,Violent,5/18/2025 7:48 上午,,Opitz Blvd,Arrest,11826611.37,6917595.582
PD250017600,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,5/18/2025 7:40 上午,5/18/2025 8:20 上午,5900 FINCASTLE DR,Exception,11801192.18,6908773.871
PD250017596,KIDNAPPING/ABDUCTION,Violent,5/18/2025 7:29 上午,,3700 TURN BACK TRL,Arrest,11819478.9,6884071.359
PD250017593,SIMPLE ASSAULT,Violent,5/18/2025 7:15 上午,,10000 GAMBRIL DR,Exception,11761395.89,6968316.249
PD250017669,MOTOR VEHICLE THEFT,Property,5/18/2025 4:33 上午,5/18/2025 4:36 上午,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250017613,MOTOR VEHICLE THEFT,Property,5/18/2025 2:41 上午,5/18/2025 11:45 上午,10000 DYLAN PL,Inactive,11765547.92,6974164.864
PD250017495,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,5/18/2025 2:14 上午,,2800 PRINCE WILLIAM PKWY,Arrest,11826341.15,6922642.934
PD250017492,AGGRAVATED ASSAULT,Violent,5/18/2025 1:35 上午,,Williamson Blvd / Sudley Manor Dr,Inactive,11765319.68,6971852.646
PD250017624,MOTOR VEHICLE THEFT,Property,5/18/2025 1:17 上午,,9700 LOMOND DR,Inactive,11771496.21,6969533.135
PD250017491,SHOPLIFTING,Property,5/18/2025 1:01 上午,,2000 DANIEL STUART SQ,Arrest,11832612.77,6915575.63
PD250017484,SIMPLE ASSAULT,Violent,5/18/2025 1:00 上午,,Old Bridge Rd / Cape Cod Ct,Arrest,11821059.13,6934465.488
PD250017628,MOTOR VEHICLE THEFT,Property,5/18/2025 12:55 上午,5/18/2025 10:00 上午,9800 SHALLOW CREEK LOOP,Inactive,11758843.23,6954725.311
PD250017481,MOTOR VEHICLE THEFT,Property,5/18/2025 12:16 上午,,4200 DIVIDED SKY CT,Inactive,11815540.76,6911638.382
PD250017650,THEFT FROM BUILDING,Property,5/18/2025 12:01 上午,,2800 PRINCE WILLIAM PKWY,Inactive,11826341.15,6922642.934
PD250017488,DRIVING UNDER THE INFLUENCE,Quality of Life,5/18/2025 12:00 上午,,Old Bridge Rd / Forest Hill Rd,Arrest,11827955.9,6933373.189
PD250017589,DRIVING UNDER THE INFLUENCE,Quality of Life,5/18/2025 12:00 上午,,Prince William Pkwy / Sudley Manor Dr,Arrest,11757279.45,6964985.518
PD250017616,DISORDERLY CONDUCT,Quality of Life,5/18/2025 12:00 上午,,17000 MAIN ST,Arrest,11775990.47,6959532.86
PD250017643,DRIVING UNDER THE INFLUENCE,Quality of Life,5/18/2025 12:00 上午,,Fairmont Ave / Lomond Dr,Arrest,11770553.71,6970123.872
PD250017657,WIRE FRAUD,Property,5/18/2025 12:00 上午,,5500 REAGON CT,Arrest,11804769.99,6923005.927
PD250017667,DRUG/NARCOTIC VIOLATION,Quality of Life,5/18/2025 12:00 上午,,Reddy Dr / Richmond Hwy,Arrest,11833873.08,6916297.262
PD250017706,THEFT FROM MOTOR VEHICLE,Property,5/18/2025 12:00 上午,5/19/2025 5:20 上午,12000 MANCHESTER WAY,Inactive,11815720.17,6934307.97
PD250017721,CREDIT CARD/ATM FRAUD,Property,5/18/2025 12:00 上午,5/19/2025 6:00 上午,4000 PRINCE WILLIAM PKWY,Inactive,11816751.64,6927624.098
PD250020052,ALL OTHER LARCENY,Property,5/18/2025 12:00 上午,6/1/2025 12:00 上午,1200 SWAN POINT RD,Inactive,11839220.35,6930699.957
PD250020903,IDENTITY THEFT,Property,5/18/2025 12:00 上午,,11000 CORNELL CT,Inactive,11811313.24,6943692.373
PD250017485,ROBBERY,Property,5/17/2025 11:30 下午,5/18/2025 12:00 上午,15000 EDGEHILL DR,Inactive,11811673.74,6910606.081
PD250017605,THEFT FROM MOTOR VEHICLE,Property,5/17/2025 11:30 下午,5/18/2025 8:45 上午,7900 HUGH MULLEN DR,Inactive,11765193.66,6970413.431
PD250017479,SIMPLE ASSAULT,Violent,5/17/2025 11:20 下午,,10000 BALLS FORD RD,Exception,11768633.21,6978470.228
PD250017483,EXTORTION/BLACKMAIL,Property,5/17/2025 11:00 下午,,4300 KENWOOD DR,Inactive,11815817.13,6928766.605
PD250017599,MOTOR VEHICLE THEFT,Property,5/17/2025 11:00 下午,5/18/2025 7:55 上午,7500 EMERALD DR,Inactive,11765542.7,6973759.966
PD250017472,IMPERSONATION,Property,5/17/2025 10:08 下午,,Sudley Rd / Lee Hwy,Arrest,11760225,6982562.831
PD250017478,PORNOGRAPHY/OBSCENE MATERIAL,Quality of Life,5/17/2025 10:00 下午,,14000 NEWBERN LOOP,Arrest,11734846.71,6979225.104
PD250017699,MOTOR VEHICLE THEFT,Property,5/17/2025 10:00 下午,5/19/2025 5:45 上午,Portsmouth Rd / Williamson Blvd,Arrest,11766745.72,6968561.312
PD250017470,SIMPLE ASSAULT,Violent,5/17/2025 9:40 下午,,Prince William Pkwy / Smoketown Rd,Arrest,11824875.44,6922381.218
PD250017658,THEFT FROM MOTOR VEHICLE,Property,5/17/2025 9:00 下午,5/18/2025 2:00 下午,10000 VANDOR LN,Inactive,11768865.12,6978879.01
PD250024315,AGGRAVATED ASSAULT,Violent,5/17/2025 9:00 下午,,8100 COMMUNITY DR,Arrest,11768743.21,6968008.536
PD250017469,SIMPLE ASSAULT,Violent,5/17/2025 8:48 下午,,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250017606,MOTOR VEHICLE THEFT,Property,5/17/2025 8:30 下午,5/18/2025 9:35 上午,8000 ASHLAND AVE,Inactive,11766775.83,6969936.435
PD250017457,SIMPLE ASSAULT,Violent,5/17/2025 7:19 下午,,2700 POTOMAC MILLS CIR,Arrest,11826041.73,6918486.143
PD250017456,SIMPLE ASSAULT,Violent,5/17/2025 7:12 下午,,2700 POTOMAC MILLS CIR,Exception,11826041.73,6918486.143
